StudentID,Gender,City,CollegeTier,Stream,Specialisation,Hostel,HistoryOfBacklogs,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,CGPA_Tier,PlacementStatus,IsAnomaly,Salary Package,Cluster
20833,Male,Hyderabad,Tier3,IT,Networking,Yes,No,5.72,5.9,5.72,5.49,5.45,5.58,5.31,5.23,5.47,70.2,0,1,0.0,0,0,55.4,2.0,28.3,26.5,0,Low,0,0,0.0,1
20834,Female,Hyderabad,Tier2,CS,Embedded,Yes,Yes,9.14,8.41,8.88,8.53,9.11,8.36,8.45,8.73,8.7,69.5,1,2,1.0,1,0,67.8,2.2,59.1,58.2,0,High,1,0,18.4,0
20835,Male,Kolkata,Tier2,ECE,DataScience,Yes,No,9.86,9.88,10.0,10.0,10.0,10.0,10.0,10.0,9.82,69.8,1,3,3.0,2,2,100.0,4.2,100.0,63.6,1,High,1,0,25.99,2
20836,Male,Ahmedabad,Tier3,CS,DataScience,Yes,No,7.4,7.34,7.13,7.48,7.42,7.03,6.74,7.05,7.15,69.4,1,2,1.0,2,1,,3.2,62.7,52.9,0,Mid,1,0,10.75,0
20837,Male,Kolkata,Tier1,ECE,AI,Yes,No,8.94,8.9,9.25,9.27,9.49,9.08,9.54,9.51,9.16,86.3,1,3,3.0,4,1,87.9,5.0,70.8,69.8,1,High,1,0,25.15,2
20838,Female,Mumbai,Tier2,CS,DataScience,Yes,No,5.13,5.68,5.97,5.64,5.88,5.7,5.48,6.13,5.51,91.3,2,3,,4,2,86.5,,78.1,72.6,0,Low,1,0,6.04,2
20840,Male,Kochi,Tier3,IT,Embedded,No,No,6.66,6.27,6.54,6.64,6.33,6.33,5.89,6.23,6.41,80.5,1,2,2.0,3,0,69.4,5.0,42.4,62.2,0,Low,1,0,3.58,0
20841,Female,Hyderabad,Tier1,CS,AI,No,No,9.83,9.86,9.95,10.0,10.0,10.0,9.93,10.0,9.88,100.0,2,4,2.0,3,1,96.5,4.4,76.9,80.1,0,High,1,0,18.35,2
20842,Female,Kolkata,Tier3,ECE,Embedded,No,Yes,5.09,4.55,4.54,4.72,4.89,5.02,5.53,4.47,4.83,50.0,0,1,1.0,1,1,38.7,2.1,29.0,,0,Low,0,0,0.0,1
20843,Male,Bangalore,Tier2,CS,DataScience,No,No,7.26,6.86,7.34,6.88,6.75,7.41,7.47,6.95,6.98,83.5,1,2,2.0,3,2,78.1,5.0,80.8,,1,Mid,1,0,8.43,0
20844,Female,Delhi,Tier3,Mechanical,AI,Yes,No,6.25,5.95,5.84,5.76,6.0,5.88,5.8,6.03,5.93,66.3,0,1,0.0,1,0,51.8,1.6,30.5,24.7,0,Low,0,0,0.0,1
20845,Male,Bangalore,Tier3,IT,AI,Yes,Yes,7.02,6.58,6.02,6.62,6.66,6.27,6.38,6.64,6.6,62.8,0,0,0.0,0,0,53.4,1.7,24.8,34.5,0,Mid,0,0,0.0,1
20846,Female,Kolkata,Tier2,EE,Networking,No,Yes,6.03,6.06,6.32,6.29,6.09,5.29,5.75,5.98,6.03,65.7,0,0,0.0,0,0,45.1,1.3,37.7,30.2,1,Low,0,0,0.0,1
20847,Male,Kolkata,Tier3,CS,DataScience,Yes,No,4.2,4.06,4.2,4.52,4.13,4.0,4.42,4.0,4.11,61.5,1,0,1.0,0,0,,2.7,27.6,27.2,1,Low,0,0,0.0,1
20848,Male,Kolkata,Tier2,IT,AI,No,No,9.51,9.94,9.73,9.59,9.41,9.62,9.72,9.43,9.59,89.8,2,3,3.0,3,1,76.2,4.7,85.6,71.2,1,High,1,0,25.69,2
20849,Male,Delhi,Tier3,Civil,DataScience,No,No,7.36,7.65,7.9,6.98,7.01,7.07,7.72,7.56,7.33,93.7,1,1,3.0,2,1,67.0,3.4,60.4,48.5,1,Mid,1,0,8.02,0
20850,Male,Pune,Tier2,EE,AI,No,No,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,86.1,2,2,3.0,4,1,71.1,5.0,59.7,76.0,1,High,1,0,25.03,2
20851,Male,Bangalore,Tier2,EE,Embedded,Yes,No,8.3,9.08,8.62,8.88,8.57,8.56,8.81,8.99,8.73,98.6,2,3,2.0,3,1,83.8,5.0,76.2,95.3,0,High,1,0,18.65,2
20852,Female,Mumbai,Tier3,CS,DataScience,Yes,Yes,6.4,6.63,6.44,6.47,6.54,6.11,6.8,6.96,6.6,87.6,0,2,2.0,3,0,51.3,2.7,48.4,48.5,0,Mid,0,0,0.0,0
20853,Male,Chennai,Tier1,Civil,Networking,Yes,No,7.36,7.25,8.04,7.41,7.35,7.76,7.35,7.48,7.4,94.8,2,3,4.0,4,2,93.2,4.1,71.5,83.5,1,Mid,1,0,8.48,2
20854,Male,Chennai,Tier2,ECE,DataScience,No,Yes,5.34,4.85,5.32,5.1,5.57,5.52,5.49,5.13,5.35,64.5,0,1,,1,0,46.9,2.3,30.3,27.4,0,Low,0,0,0.0,1
20855,Male,Bangalore,Tier3,ECE,Networking,Yes,Yes,4.98,4.81,5.24,5.23,4.63,4.83,4.89,4.31,4.71,55.3,0,1,0.0,1,0,45.4,2.1,31.3,27.1,0,Low,0,0,0.0,1
20856,Male,Chennai,Tier2,Mechanical,Networking,No,No,5.58,5.39,5.81,5.33,5.73,4.93,5.2,5.86,5.36,95.6,1,2,1.0,2,1,,2.6,62.8,59.2,1,Low,0,0,0.0,0
20857,Male,Kochi,Tier3,EE,DataScience,No,Yes,8.46,8.61,8.25,8.08,9.11,8.93,7.93,8.23,8.59,78.2,0,3,2.0,2,0,71.6,2.4,45.4,47.5,1,High,1,0,18.84,0
20858,Male,Delhi,Tier2,Mechanical,DataScience,Yes,No,7.16,7.21,7.7,7.32,7.58,7.85,7.92,7.53,7.49,88.3,1,2,1.0,1,1,67.5,3.2,55.1,46.7,0,Mid,1,0,8.58,0
20859,Female,Chennai,Tier3,CS,Networking,No,No,7.6,6.81,6.9,7.19,6.94,6.55,6.61,6.78,6.96,50.9,0,1,1.0,0,0,44.0,2.5,28.2,35.2,0,Mid,0,0,0.0,1
20860,Female,Hyderabad,Tier2,EE,AI,Yes,No,8.01,8.32,7.86,7.73,7.7,8.2,8.08,8.08,8.1,62.6,0,2,2.0,2,0,69.2,3.5,56.8,55.4,0,High,1,0,18.8,0
20861,Female,Chennai,Tier2,ECE,Embedded,No,No,7.8,7.79,7.35,7.37,7.99,8.47,7.9,7.55,7.79,81.0,3,3,3.0,2,1,86.8,5.0,87.0,75.2,1,Mid,1,0,9.0,2
20862,Male,Chennai,Tier2,CS,Networking,Yes,No,6.11,6.68,6.21,6.3,6.4,5.98,6.31,6.26,6.25,79.0,1,1,1.0,1,1,73.6,2.9,58.6,55.5,0,Low,1,0,3.93,0
20863,Female,Hyderabad,Tier2,ECE,Embedded,No,No,8.45,8.09,8.32,8.01,8.36,8.23,8.6,8.17,8.19,70.3,1,1,3.0,1,1,68.5,3.1,45.9,62.1,0,High,1,0,18.77,0
20864,Female,Mumbai,Tier3,EE,DataScience,No,Yes,5.71,5.44,5.5,4.65,4.77,5.18,5.21,5.37,5.26,60.3,0,0,,1,0,46.5,3.5,25.7,28.1,0,Low,0,0,0.0,1
20865,Male,Hyderabad,Tier2,ECE,Embedded,Yes,No,9.37,9.29,9.22,8.85,9.11,9.48,9.35,10.0,9.35,90.1,2,3,3.0,4,2,84.1,3.6,71.8,58.8,1,High,1,0,25.01,2
20866,Female,Hyderabad,Tier2,IT,AI,No,No,6.98,6.71,6.76,6.78,6.95,7.34,7.01,7.53,6.95,93.2,3,4,3.0,4,1,89.2,4.4,58.7,71.7,1,Mid,1,0,8.2,2
20867,Female,Hyderabad,Tier3,Mechanical,Networking,Yes,Yes,6.71,6.89,7.11,7.32,7.14,6.38,6.41,6.62,6.66,56.7,0,1,1.0,1,0,46.1,1.7,29.3,,0,Mid,0,0,0.0,1
20868,Female,Hyderabad,Tier2,CS,DataScience,No,No,5.17,5.33,6.02,5.7,5.22,5.54,5.69,6.04,5.68,60.7,0,0,1.0,0,0,51.5,1.3,37.2,27.2,1,Low,0,0,0.0,1
20869,Female,Hyderabad,Tier3,EE,DataScience,Yes,No,5.71,4.94,5.29,4.67,4.75,4.32,4.73,4.65,4.82,64.7,0,1,,1,1,47.3,,26.1,30.9,0,Low,0,0,0.0,1
20870,Female,Pune,Tier2,Civil,DataScience,Yes,No,7.55,7.73,7.86,7.14,7.53,7.7,7.92,7.76,7.82,65.8,1,1,1.0,2,1,69.8,3.2,55.3,39.2,0,Mid,1,0,8.14,0
20871,Female,Delhi,Tier2,IT,Embedded,No,No,7.91,7.56,7.2,7.63,7.34,7.12,7.39,7.51,7.45,88.6,0,3,2.0,2,1,,3.5,41.1,42.7,0,Mid,1,0,8.51,0
20873,Female,Jaipur,Tier2,IT,AI,No,No,7.51,8.17,7.3,7.3,7.74,7.92,7.77,7.77,7.77,80.3,2,3,2.0,4,1,100.0,4.0,72.6,77.7,1,Mid,1,0,8.99,2
20874,Female,Delhi,Tier3,IT,AI,Yes,No,6.59,6.07,6.88,6.46,6.19,7.24,6.62,6.44,6.42,71.9,1,1,1.0,1,1,68.3,3.8,55.1,55.9,1,Low,1,0,5.54,0
20876,Male,Bangalore,Tier1,ECE,AI,Yes,No,8.03,7.56,7.44,7.99,7.9,7.88,7.49,7.98,7.92,83.4,1,4,3.0,3,1,73.8,3.7,86.4,70.9,1,Mid,1,0,12.68,2
20877,Female,Bangalore,Tier2,Mechanical,Embedded,No,Yes,4.91,4.47,4.71,4.36,4.0,4.09,4.35,4.72,4.37,65.1,0,1,1.0,1,0,52.2,1.6,21.0,31.7,0,Low,0,0,0.0,1
20878,Female,Bangalore,Tier1,CS,AI,Yes,Yes,9.6,9.51,10.0,9.94,9.93,10.0,10.0,10.0,10.0,86.3,2,2,3.0,2,1,67.2,3.7,77.8,62.3,0,High,1,0,18.86,2
20879,Female,Delhi,Tier3,Mechanical,Embedded,Yes,Yes,4.76,5.0,5.29,4.84,5.04,4.95,4.79,4.99,4.99,57.2,1,0,0.0,0,0,44.5,1.0,26.5,36.0,1,Low,0,0,0.0,1
20880,Female,Mumbai,Tier1,EE,AI,Yes,No,7.48,6.96,7.75,7.57,7.43,7.73,7.36,7.64,7.53,80.9,2,2,2.0,4,1,91.4,4.3,76.3,70.1,1,Mid,1,0,8.66,2
20881,Male,Mumbai,Tier1,ECE,DataScience,No,No,4.33,4.0,4.0,4.14,4.19,4.33,4.35,4.58,4.12,83.7,1,4,,3,1,84.9,3.2,75.0,,1,Low,1,0,4.59,0
20882,Female,Delhi,Tier2,CS,AI,No,Yes,8.96,8.41,9.0,8.76,8.39,8.45,9.12,8.51,8.62,57.5,1,3,1.0,1,1,,3.1,57.3,44.2,1,High,1,0,18.08,0
20883,Male,Chennai,Tier2,CS,Embedded,No,No,6.23,6.27,5.85,5.96,6.43,6.5,6.32,6.05,6.12,75.3,1,3,2.0,3,0,65.4,2.4,56.8,45.8,1,Low,1,0,4.47,0
20884,Male,Jaipur,Tier1,Mechanical,Embedded,Yes,No,6.76,7.1,6.4,6.87,6.88,7.23,7.05,7.05,6.76,76.9,0,2,1.0,1,0,74.4,3.4,54.7,65.2,0,Mid,0,0,0.0,0
20885,Male,Kolkata,Tier2,EE,DataScience,Yes,Yes,5.67,5.34,5.29,5.21,5.73,5.53,4.89,5.33,5.25,57.1,0,1,0.0,0,0,40.0,2.2,23.7,29.5,0,Low,0,0,0.0,1
20886,Male,Bangalore,Tier2,EE,Networking,Yes,No,7.57,7.47,7.56,7.1,7.88,7.3,7.65,7.94,7.46,100.0,1,2,3.0,3,2,81.9,4.8,75.3,67.1,1,Mid,1,0,8.06,2
20887,Male,Pune,Tier3,CS,DataScience,No,Yes,4.24,4.69,4.67,4.83,4.33,4.76,4.11,4.0,4.38,55.9,0,1,1.0,1,0,53.8,2.0,27.4,33.1,0,Low,0,0,0.0,1
20888,Male,Bangalore,Tier1,CS,Networking,Yes,No,8.48,9.21,9.17,9.02,8.87,9.56,9.72,9.35,4.49,50.71155725,2,3,3.0,5,1,35.3,4.3,4.8,79.6,1,High,1,1,18.41,1
20889,Female,Mumbai,Tier3,IT,DataScience,Yes,Yes,6.38,6.38,6.04,6.67,6.12,5.8,5.97,5.86,6.16,61.1,0,0,,0,0,42.7,1.8,29.8,28.4,1,Low,0,0,0.0,1
20890,Male,Kolkata,Tier1,Mechanical,Networking,Yes,No,5.69,6.2,6.03,5.62,6.19,6.21,6.09,5.78,5.95,89.4,1,1,1.0,1,0,65.0,3.2,62.4,46.2,0,Low,0,0,0.0,0
20891,Male,Mumbai,Tier3,ECE,Embedded,Yes,No,5.34,4.74,4.9,5.06,4.79,4.31,4.46,4.37,4.67,54.0,1,1,0.0,0,0,43.5,1.5,26.2,28.7,0,Low,0,0,0.0,1
20893,Female,Mumbai,Tier2,Mechanical,Embedded,Yes,Yes,9.81,9.74,9.9,9.83,9.86,9.42,9.96,9.93,9.98,92.7,2,3,3.0,2,2,81.3,5.0,72.6,83.6,1,High,1,0,25.84,2
20894,Male,Hyderabad,Tier3,Mechanical,AI,Yes,No,4.65,4.03,4.0,4.4,4.0,4.0,4.24,4.0,4.0,58.8,1,0,0.0,1,0,43.6,1.7,28.2,,0,Low,0,0,0.0,1
20895,Female,Hyderabad,Tier2,Civil,AI,Yes,No,8.09,7.48,8.25,7.98,7.8,8.1,7.62,7.69,7.72,78.6,3,2,2.0,3,1,75.5,4.5,80.3,56.2,1,Mid,1,0,8.62,2
20896,Male,Pune,Tier1,CS,DataScience,Yes,No,8.02,7.73,8.21,8.13,8.19,8.24,8.65,8.04,8.03,79.2,2,4,4.0,4,2,85.7,3.7,88.2,87.1,1,High,1,0,22.86,2
20897,Male,Hyderabad,Tier3,Mechanical,Embedded,No,Yes,4.76,4.0,4.29,4.08,4.0,4.0,4.0,4.0,4.25,55.7,0,1,0.0,0,0,56.9,2.0,29.9,31.1,0,Low,0,0,0.0,1
20898,Male,Delhi,Tier2,IT,AI,Yes,No,8.57,8.63,8.78,8.43,8.82,8.88,8.81,8.82,8.79,84.1,2,3,2.0,4,2,79.4,4.2,69.6,76.4,1,High,1,0,22.44,2
20899,Female,Kochi,Tier1,IT,DataScience,No,No,9.93,9.84,10.0,10.0,9.8,10.0,10.0,10.0,9.84,97.5,2,4,3.0,3,2,74.1,3.6,63.6,68.0,1,High,1,0,25.52,2
20900,Female,Jaipur,Tier2,CS,DataScience,Yes,No,6.18,6.25,6.93,6.27,6.53,6.13,6.13,6.05,6.42,83.5,1,3,2.0,1,1,77.7,3.3,55.8,53.7,0,Low,1,0,3.35,0
20901,Female,Kolkata,Tier3,CS,AI,No,Yes,4.89,4.94,4.9,4.79,5.01,4.83,5.05,4.33,4.86,59.5,1,0,1.0,1,0,50.1,2.7,27.9,36.5,1,Low,0,0,0.0,1
20902,Male,Jaipur,Tier2,Mechanical,Embedded,Yes,No,9.29,8.71,9.18,9.11,9.49,9.21,9.01,9.13,9.24,88.5,2,4,3.0,4,1,84.9,3.3,72.2,81.9,0,High,1,0,18.64,2
20903,Female,Chennai,Tier3,CS,AI,No,No,6.81,6.85,6.38,6.44,7.0,7.3,6.51,7.04,6.71,70.2,1,1,,1,0,62.8,3.2,65.9,66.5,1,Mid,0,0,0.0,0
20904,Male,Mumbai,Tier2,ECE,Networking,No,No,8.17,7.17,6.99,7.84,7.33,7.42,7.84,7.76,7.47,81.3,1,2,1.0,2,0,62.6,2.8,48.1,59.4,1,Mid,1,0,8.13,0
20905,Male,Bangalore,Tier3,Civil,DataScience,No,Yes,6.29,6.22,6.17,5.94,5.43,5.79,6.39,5.75,5.91,53.4,0,0,0.0,0,0,54.1,2.5,27.1,30.9,0,Low,0,0,0.0,1
20906,Female,Ahmedabad,Tier3,Mechanical,Embedded,Yes,Yes,7.4,7.26,7.3,7.37,6.79,6.59,7.74,7.15,7.3,52.4,1,1,0.0,1,0,51.9,,27.8,26.0,0,Mid,0,0,0.0,1
20907,Female,Bangalore,Tier2,Mechanical,Networking,No,No,6.08,6.23,5.85,6.2,6.19,6.63,6.37,6.65,6.23,78.1,0,2,2.0,2,1,71.3,2.9,67.4,51.4,0,Low,0,0,0.0,0
20908,Female,Kolkata,Tier2,ECE,DataScience,Yes,Yes,7.54,7.5,6.97,7.44,7.5,7.53,7.52,7.95,7.48,80.4,1,1,2.0,2,0,63.9,2.5,58.2,41.6,0,Mid,1,0,8.38,0
20909,Female,Kolkata,Tier1,Mechanical,Networking,Yes,Yes,6.23,6.73,6.79,6.69,6.77,6.68,6.55,6.9,6.76,71.3,1,2,2.0,1,0,61.4,,58.7,63.1,1,Mid,0,0,0.0,0
20910,Male,Kolkata,Tier2,ECE,Networking,Yes,No,7.58,8.18,7.84,7.88,8.21,8.45,8.49,8.48,8.2,81.1,2,3,4.0,3,2,81.4,4.7,89.9,77.5,1,High,1,0,22.37,2
20911,Female,Ahmedabad,Tier1,ECE,Networking,No,No,6.28,5.87,6.37,6.37,6.69,6.95,6.07,5.93,6.53,90.5,1,1,1.0,0,0,86.4,2.7,58.2,51.8,1,Mid,1,0,8.06,0
20912,Female,Delhi,Tier3,ECE,Networking,No,Yes,5.27,5.46,5.27,5.56,5.38,4.57,4.53,4.81,5.07,64.8,0,0,0.0,0,0,50.6,1.4,24.3,20.7,0,Low,0,0,0.0,1
20915,Male,Hyderabad,Tier2,ECE,AI,No,No,6.79,6.3,6.34,6.81,6.3,6.8,6.8,6.53,6.64,63.3,1,2,2.0,1,1,78.6,3.5,57.8,52.4,1,Mid,1,0,10.04,0
20916,Male,Chennai,Tier3,Mechanical,Networking,Yes,No,8.76,8.73,9.3,9.59,8.37,9.22,9.61,8.87,8.95,75.1,1,1,1.0,2,1,67.3,2.5,42.9,,0,High,1,0,18.09,0
20917,Male,Chennai,Tier2,ECE,Networking,Yes,Yes,7.34,6.98,8.02,7.5,7.71,7.71,7.77,7.22,7.62,78.9,1,2,1.0,2,1,71.9,3.1,47.6,61.8,1,Mid,1,0,8.64,0
20918,Male,Pune,Tier3,IT,AI,Yes,No,5.52,5.64,5.43,5.76,5.47,6.15,5.62,5.81,5.63,76.9,1,2,2.0,2,0,77.3,2.7,50.0,62.0,1,Low,1,0,5.93,0
20919,Male,Ahmedabad,Tier2,IT,DataScience,No,No,7.17,7.06,6.57,6.63,7.02,6.46,6.6,7.27,6.86,85.9,0,2,2.0,2,0,62.1,2.6,56.0,53.7,1,Mid,0,0,0.0,0
20920,Female,Chennai,Tier2,Mechanical,Embedded,No,No,8.47,8.53,8.52,9.09,8.87,8.79,8.84,8.75,8.77,95.2,2,4,3.0,3,1,79.9,5.0,100.0,73.6,0,High,1,0,18.07,2
20921,Female,Pune,Tier2,CS,DataScience,Yes,No,5.83,6.12,5.72,5.92,5.13,5.79,6.12,6.01,5.83,50.6,0,1,0.0,0,0,50.2,2.1,24.0,28.2,0,Low,0,0,0.0,1
20922,Female,Kolkata,Tier2,ECE,Embedded,Yes,No,6.5,6.59,6.29,6.37,6.0,6.13,6.7,6.32,6.38,81.5,0,1,2.0,2,0,70.5,2.9,54.7,54.2,1,Low,0,0,0.0,0
20923,Female,Chennai,Tier1,Civil,Embedded,Yes,No,5.79,5.98,6.29,6.01,5.62,5.48,5.37,6.33,5.84,83.8,1,5,2.0,3,1,83.3,4.9,69.4,69.0,1,Low,1,0,5.67,2
20924,Male,Bangalore,Tier1,Mechanical,Networking,Yes,No,6.2,6.94,7.05,6.17,7.18,6.73,6.49,7.25,6.69,91.3,2,4,1.0,4,1,82.4,5.0,70.4,83.5,1,Mid,1,0,8.44,2
20925,Male,Kochi,Tier3,Civil,Embedded,No,No,5.96,5.76,4.8,5.7,5.7,5.01,5.09,5.26,9.95,56.7,3,5,1.0,0,0,98.1,2.6,95.2,35.1,1,Low,0,1,0.0,2
20926,Male,Mumbai,Tier2,CS,Embedded,No,No,4.07,4.04,4.0,4.0,4.0,4.0,4.0,4.0,4.03,63.7,0,1,,0,0,47.0,2.4,21.1,37.3,0,Low,0,0,0.0,1
20928,Female,Bangalore,Tier2,CS,AI,Yes,No,9.24,9.2,9.4,9.27,9.62,9.3,9.23,10.0,9.23,79.7,2,3,3.0,3,2,84.8,3.7,73.5,60.0,1,High,1,0,25.53,2
20929,Male,Kochi,Tier1,IT,AI,No,No,5.7,6.14,6.41,6.27,6.4,5.75,6.27,6.6,6.05,90.1,2,3,3.0,5,1,72.8,3.2,81.2,66.3,1,Low,1,0,6.46,2
20930,Male,Delhi,Tier1,IT,DataScience,Yes,No,8.66,8.84,9.66,9.49,9.04,9.5,9.94,9.03,4.36,50.99932488,3,3,2.0,2,1,32.0,4.9,4.3,63.5,1,High,1,1,18.38,1
20931,Male,Delhi,Tier2,ECE,Networking,Yes,No,8.76,8.39,8.4,8.11,7.95,8.26,8.08,7.87,8.4,74.3,1,2,1.0,1,1,78.8,2.4,70.0,48.8,1,High,1,0,18.37,0
20932,Female,Bangalore,Tier2,ECE,Networking,Yes,No,8.15,8.19,8.63,7.84,8.12,7.93,8.14,7.98,8.1,63.1,1,2,1.0,2,1,62.3,3.4,46.4,53.7,1,High,1,0,18.94,0
20933,Male,Hyderabad,Tier2,CS,Networking,No,No,6.16,6.5,6.31,6.25,6.31,6.31,6.28,6.47,6.25,59.6,1,2,2.0,1,0,64.6,2.9,45.1,51.8,1,Low,1,0,5.28,0
20934,Female,Delhi,Tier3,CS,AI,Yes,Yes,7.73,7.58,7.99,7.82,8.04,7.99,7.63,7.84,7.71,65.0,1,3,2.0,2,0,63.6,2.1,58.1,50.4,1,Mid,1,0,9.41,0
20935,Male,Chennai,Tier1,ECE,AI,Yes,No,7.5,8.02,7.75,7.54,8.02,7.23,7.47,7.41,7.65,84.5,2,2,4.0,4,1,88.3,4.6,74.0,86.0,0,Mid,1,0,8.46,2
20936,Male,Mumbai,Tier2,CS,DataScience,Yes,No,9.8,9.81,10.0,10.0,9.99,10.0,10.0,10.0,10.0,94.3,1,3,2.0,3,2,78.9,4.5,89.4,88.9,1,High,1,0,25.43,2
20937,Female,Kolkata,Tier2,Civil,DataScience,No,No,7.89,7.66,7.81,8.21,8.27,7.91,8.2,8.33,7.91,82.6,1,2,2.0,1,1,68.5,2.6,57.4,47.7,0,Mid,1,0,8.75,0
20938,Male,Ahmedabad,Tier2,Civil,Embedded,Yes,No,8.62,8.82,8.8,8.53,9.63,8.54,9.47,8.88,9.02,90.2,2,1,2.0,3,1,79.8,4.2,92.9,82.4,1,High,1,0,25.1,2
20939,Female,Ahmedabad,Tier1,ECE,AI,No,No,6.44,6.66,6.66,7.02,6.34,6.68,6.49,6.63,6.66,76.7,1,3,2.0,3,1,80.3,3.7,84.1,78.7,1,Mid,1,0,8.47,0
20940,Male,Bangalore,Tier3,CS,AI,No,No,7.18,7.02,7.25,6.77,7.53,6.93,6.75,7.4,7.03,74.5,1,1,1.0,1,0,62.8,4.0,42.7,52.3,1,Mid,1,0,8.63,0
20942,Male,Mumbai,Tier1,CS,Networking,No,No,7.55,7.97,8.43,8.08,8.36,8.22,8.43,8.02,8.48,67.2,0,1,1.0,2,0,56.9,3.8,55.3,54.3,1,High,1,0,22.93,0
20943,Male,Bangalore,Tier3,Civil,AI,No,Yes,5.83,5.25,5.59,5.16,5.78,5.89,5.38,5.49,5.53,57.4,0,0,1.0,1,0,44.7,1.5,22.6,27.1,0,Low,0,0,0.0,1
20944,Male,Delhi,Tier3,CS,AI,No,Yes,7.54,7.32,7.09,7.39,7.85,7.59,7.28,7.67,7.5,77.9,1,3,3.0,1,1,69.0,4.1,57.4,54.1,0,Mid,1,0,8.21,0
20945,Male,Mumbai,Tier2,Civil,Networking,No,No,7.9,8.14,8.52,8.59,8.87,7.94,8.25,8.07,8.37,75.0,1,2,1.0,2,0,56.3,3.1,53.2,50.6,0,High,1,0,18.9,0
20946,Male,Mumbai,Tier2,CS,AI,No,No,9.62,9.93,9.76,9.82,9.41,10.0,9.59,9.98,9.7,100.0,2,3,4.0,4,1,88.7,4.5,84.3,71.2,0,High,1,0,18.81,2
20947,Female,Jaipur,Tier2,Mechanical,Embedded,Yes,Yes,4.0,4.32,4.24,4.0,4.0,4.0,4.0,4.0,4.03,64.8,0,1,0.0,1,0,,1.2,28.6,33.1,1,Low,0,0,0.0,1
20948,Female,Kolkata,Tier1,CS,AI,No,No,10.0,9.81,10.0,10.0,10.0,10.0,10.0,10.0,9.99,92.2,1,4,4.0,4,1,74.6,4.2,79.5,75.9,1,High,1,0,25.99,2
20949,Female,Delhi,Tier1,Civil,Embedded,Yes,No,6.98,6.36,7.02,6.78,6.8,6.59,7.26,7.46,9.88,100.0,3,5,3.0,2,1,100.0,4.8,95.4,82.5,1,Mid,1,1,12.14,2
20950,Male,Chennai,Tier2,Mechanical,DataScience,Yes,No,7.05,7.8,7.28,7.94,8.16,8.15,8.34,7.72,7.8,77.0,2,3,3.0,3,1,77.9,5.0,59.1,76.0,1,Mid,1,0,8.63,2
20951,Male,Kochi,Tier3,IT,AI,No,No,7.82,6.94,7.1,7.72,7.03,6.73,6.24,6.84,7.03,73.0,1,0,0.0,0,0,50.1,1.0,25.1,26.0,0,Mid,0,0,0.0,1
20952,Male,Hyderabad,Tier2,Civil,AI,Yes,No,6.14,5.75,6.72,5.65,5.81,6.02,5.63,5.79,6.02,57.7,0,0,1.0,0,0,,1.6,18.8,29.5,0,Low,0,0,0.0,1
20953,Male,Ahmedabad,Tier2,CS,Embedded,No,Yes,5.89,5.91,5.03,6.01,5.98,6.07,5.96,5.96,5.92,78.5,1,2,2.0,1,1,65.5,3.4,53.6,44.0,0,Low,0,0,0.0,0
20954,Female,Chennai,Tier2,CS,DataScience,No,No,7.13,7.37,6.86,7.48,7.29,7.21,6.96,7.24,7.24,72.2,1,2,1.0,2,1,72.2,2.3,50.0,50.0,0,Mid,1,0,8.62,0
20956,Male,Delhi,Tier3,Mechanical,DataScience,No,No,4.0,4.0,4.0,4.03,4.0,4.0,4.0,4.0,4.0,68.1,0,0,0.0,1,0,49.5,1.7,29.9,30.0,0,Low,0,0,0.0,1
20957,Male,Kolkata,Tier2,CS,AI,No,No,5.14,5.66,5.75,5.55,5.49,5.47,6.2,5.8,5.6,75.6,1,2,2.0,1,0,67.8,1.6,54.5,51.6,0,Low,0,0,0.0,0
20959,Male,Chennai,Tier1,ECE,Networking,No,No,9.03,9.4,9.24,9.52,9.15,9.44,8.97,9.14,9.11,87.0,3,3,4.0,4,1,88.0,4.2,69.8,92.9,0,High,1,0,18.8,2
20960,Male,Bangalore,Tier2,ECE,Embedded,No,No,9.14,9.41,9.44,9.5,9.45,9.93,9.26,9.66,9.61,87.7,3,4,2.0,4,2,76.1,4.2,54.6,66.7,1,High,1,0,25.49,2
20961,Male,Delhi,Tier3,CS,Embedded,Yes,No,8.42,7.97,8.16,8.21,8.11,8.31,7.9,8.21,8.27,68.5,0,0,1.0,1,0,48.2,2.2,26.7,21.3,0,High,1,0,18.69,1
20962,Female,Hyderabad,Tier2,Mechanical,Embedded,Yes,No,9.77,10.0,9.69,10.0,10.0,10.0,10.0,10.0,10.0,98.0,2,4,3.0,3,2,89.1,3.9,87.7,71.2,1,High,1,0,25.84,2
20963,Female,Hyderabad,Tier3,ECE,DataScience,No,Yes,6.25,5.34,5.39,5.04,5.11,5.7,5.65,5.16,5.42,65.9,0,1,1.0,0,1,48.4,2.7,31.9,32.9,1,Low,0,0,0.0,1
